KO6	WT8	KO2	KO5	OE2	WT1	WT2	WT4	KO7	KO3	WT6	KO9	WT3	KO1	KO4	WT5	KO8	OE6	OE5	WT7	OE7	WT9	OE1	OE8	OE9
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Hyphomonadaceae;g__	0.00556040623133	0.00228081379436	0.00275085964364	0.00392044758443	0.00172294968987	0.00277334812452	0.00334472478732	0.00326669280021	0.00420072291511	0.00227306273063	0.00212410863298	0.00426690876078	0.00584854290612	0.00313137197786	0.00341616987072	0.00334135257952	0.00236453991664	0.00126262626263	0.00261932479627	0.00392356317663	0.000847457627119	0.00287562904385	0.00197238658777	0.00536288880944	0.00341630063446
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__;g__	0.00183815082027	0.000273697655323	0.00250078149422	0.00147016784416	0.00103376981392	0.0010400055467	0.00101795971788	0.00169868025611	0.00143280471523	0.000590405904059	0.000682749203459	0.000756544106521	0.000504184733286	0.000873871249636	0.000937772121375	0.00126971398022	0.000841615902533	0.000252525252525	0.00058207217695	0.000726585773451	0.0010593220339	0.000359453630482	0.000328731097962	0.000715051841258	0.00122010736945
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__	0.0238959606636	0.00811969710793	0.0128790246952	0.0188671540001	0.00964851826327	0.0152534146849	0.012288228023	0.0166601332811	0.0149467582793	0.00676014760148	0.0114550144136	0.0160387350583	0.0203690632248	0.0120157296825	0.0167794226003	0.018444266239	0.012624238538	0.0133838383838	0.0104772991851	0.0139504468503	0.0110169491525	0.0158159597412	0.0105193951348	0.0135859849839	0.0117130307467
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Inquilinus	0.000413583934562	0.000182465103549	0.000312597686777	0.000408379956712	0.000689179875948	0.000416002218678	0.0014542281684	0.000196001568013	0.000553583639975	2.9520295203e-05	0.000151722045213	0.000302617642609	0.000302510839972	0.000145645208273	0.000334918614777	0.000200481154771	0.000440846425136	0.0	0.000873108265425	0.00014531715469	0.000423728813559	0.000431344356578	0.000657462195924	0.000357525920629	0.000488042947779
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Skermanella	0.000275722623041	0.0	0.000250078149422	0.000408379956712	0.000344589937974	0.000277334812452	0.00065440267578	0.000261335424017	0.000521019896447	0.000236162361624	0.000834471248672	0.000211832349826	0.000302510839972	0.000291290416545	0.000167459307388	0.000467789361133	0.000360692529657	0.000252525252525	0.00058207217695	0.00058126861876	0.0	0.000215672178289	0.0	0.000357525920629	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__	0.000321676393548	9.12325517745e-05	0.000187558612066	0.000163351982685	0.0	6.93337031131e-05	0.00014542281684	0.000196001568013	0.000260509948224	0.000206642066421	7.58610226066e-05	0.000211832349826	0.000100836946657	7.28226041363e-05	0.000267934891821	0.000200481154771	0.000120230843219	0.0	0.0	7.26585773451e-05	0.0	0.000143781452193	0.0	0.0	0.00024402147389
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__	0.000643352787096	0.000182465103549	0.000437636761488	0.000653407930739	0.0	0.000624003328018	0.0003635570421	0.000261335424017	0.000423328665863	0.000147601476015	0.000303444090426	0.000302617642609	0.000907532519915	0.000291290416545	0.000334918614777	0.000601443464314	0.000561077268355	0.000505050505051	0.0	0.000508610041415	0.0	0.000359453630482	0.0	0.00107257776189	0.000976085895559
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Kaistobacter	0.000367630164055	9.12325517745e-05	0.00068771491091	0.000285865969698	0.000344589937974	0.000277334812452	0.00029084563368	0.000588004704038	0.000358201178808	0.00029520295203	0.000606888180853	0.000635497049478	0.000705858626601	0.000728226041363	0.000301426753299	0.000334135257952	0.000881692850273	0.0	0.000291036088475	0.0	0.000423728813559	7.18907260963e-05	0.000986193293886	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium	9.19075410137e-05	0.0	0.000125039074711	0.000163351982685	0.0	0.000346668515565	0.00021813422526	0.000196001568013	6.51274870559e-05	2.9520295203e-05	0.000151722045213	9.07852927826e-05	0.0	7.28226041363e-05	0.000133967445911	6.68270515905e-05	0.000160307790959	0.0	0.0	0.00014531715469	0.00021186440678	0.000287562904385	0.0	0.000357525920629	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingopyxis	0.000689306557603	0.0	6.25195373554e-05	0.000980111896108	0.000344589937974	0.000138667406226	0.00029084563368	0.000196001568013	0.000195382461168	0.000177121771218	0.000986193293886	0.000423664699652	0.000100836946657	0.000291290416545	0.00056936164512	0.000334135257952	4.00769477397e-05	0.0	0.0	0.000217975732035	0.00021186440678	0.000143781452193	0.000328731097962	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__;f__;g__	0.000413583934562	0.0	0.000312597686777	0.000857597909095	0.000689179875948	0.000208001109339	0.00029084563368	0.000130667712008	0.00016281871764	5.90405904059e-05	0.0	0.000211832349826	0.000302510839972	0.000218467812409	6.69837229553e-05	0.000267308206362	4.00769477397e-05	0.0	0.0	0.000217975732035	0.00021186440678	7.18907260963e-05	0.0	0.0	0.00024402147389
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Achromobacter	0.000413583934562	0.000182465103549	0.0	0.00110262588312	0.0	6.93337031131e-05	7.271140842e-05	0.000196001568013	3.2563743528e-05	0.0	0.0	0.000181570585565	0.0	0.0	6.69837229553e-05	6.68270515905e-05	0.000280538634178	0.0	0.00058207217695	7.26585773451e-05	0.000635593220339	0.000431344356578	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Candidatus Glomeribacter	0.000137861311521	9.12325517745e-05	0.000125039074711	0.0	0.00103376981392	0.000346668515565	0.00021813422526	0.000130667712008	0.000130254974112	5.90405904059e-05	7.58610226066e-05	0.00036314117113	0.000504184733286	0.0	0.000167459307388	0.000467789361133	0.000160307790959	0.0	0.0	0.000217975732035	0.0	7.18907260963e-05	0.000328731097962	0.000357525920629	0.000488042947779
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;Other	0.000413583934562	9.12325517745e-05	0.000312597686777	0.000163351982685	0.000344589937974	6.93337031131e-05	0.0	0.000261335424017	3.2563743528e-05	2.9520295203e-05	0.0	0.000484188228174	0.0	7.28226041363e-05	0.000234443030344	0.0	0.000120230843219	0.0	0.00058207217695	0.00014531715469	0.000847457627119	0.000143781452193	0.000328731097962	0.0	0.000732064421669
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Limnohabitans	0.000183815082027	0.000364930207098	6.25195373554e-05	0.000449217952383	0.000344589937974	0.000485335921792	0.00079982549262	0.000457336992029	0.000488456152919	2.9520295203e-05	0.000379305113033	0.000272355878348	0.000403347786629	0.00123798427032	0.000100475584433	0.000200481154771	0.000120230843219	0.000757575757576	0.00058207217695	0.00116253723752	0.000423728813559	0.000287562904385	0.0	0.000357525920629	0.000488042947779
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Methylibium	0.0590965488718	0.121065596205	0.0809002813379	0.121819741087	0.119228118539	0.0709283782847	0.0656584018032	0.09368874951	0.0860985378879	0.0460811808118	0.0930814747383	0.101376910274	0.0988202077241	0.0835275269444	0.125728447987	0.0821304464047	0.071737736454	0.114141414141	0.126600698487	0.0630676451355	0.132203389831	0.0874191229331	0.116699539776	0.104755094744	0.13616398243
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Polaromonas	0.000275722623041	0.0	0.000437636761488	0.000449217952383	0.000344589937974	0.000277334812452	0.00043626845052	0.000653338560042	0.00016281871764	2.9520295203e-05	0.000834471248672	0.000302617642609	0.000504184733286	0.00101951645791	0.000167459307388	6.68270515905e-05	0.000240461686438	0.000252525252525	0.000291036088475	0.000217975732035	0.000635593220339	0.000934579439252	0.0	0.0	0.000732064421669
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Ramlibacter	0.000689306557603	0.000364930207098	0.000312597686777	0.000530893943725	0.00172294968987	0.000277334812452	0.0010906711263	0.000392003136025	0.000423328665863	0.000354243542435	0.000531027158246	0.0022393705553	0.00100836946657	0.000873871249636	0.000669837229553	0.00474472066292	0.000601154216095	0.000505050505051	0.00378346915017	0.000799244350796	0.0010593220339	0.00079079798706	0.000986193293886	0.00143010368252	0.00170815031723
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Rubrivivax	0.0732962639585	0.108931666819	0.0727102219444	0.0855556009311	0.128532046864	0.0565763017403	0.0469715698393	0.0700378936365	0.0848611156339	0.0608118081181	0.0479441662874	0.110455439552	0.0731067863265	0.0991843868337	0.07502176971	0.0562015503876	0.105242064764	0.143181818182	0.134749708964	0.076218847635	0.140042372881	0.0788641265277	0.127876397107	0.116195924205	0.128843338214
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Schlegelella	0.00422774688663	0.00109479062129	0.00312597686777	0.00326703965369	0.00379048931771	0.00187200998405	0.00370828182942	0.00196001568013	0.00179100589404	0.000856088560886	0.00212410863298	0.00402481464669	0.00161339114652	0.00327701718613	0.00217697099605	0.00200481154771	0.0025248477076	0.00328282828283	0.00436554132712	0.00108987866018	0.000847457627119	0.00115025161754	0.00394477317554	0.00429031104755	0.00317227916057
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Variovorax	0.0145213914802	0.00757230179728	0.0128165051579	0.0124964266754	0.013783597519	0.0108853913888	0.0106885770377	0.0115640925127	0.011657820183	0.00743911439114	0.0110757093006	0.0254198819791	0.0121004335989	0.0141275852024	0.0167124388774	0.0084202085004	0.0112215453671	0.0126262626263	0.0113504074505	0.0184552786456	0.0148305084746	0.0117181883537	0.0154503616042	0.0117983553808	0.0134211810639
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;Other	0.00781214098617	0.0208010218046	0.0106908408878	0.0191530199698	0.0234321157822	0.0101227206545	0.0223951137934	0.0214948386254	0.0230876941613	0.0079704797048	0.0592474586557	0.0111060674837	0.0153272158919	0.0168220215555	0.0348985196597	0.012563485699	0.0139067008657	0.0272727272727	0.0259022118743	0.0132238610768	0.0298728813559	0.0180445722502	0.0266272189349	0.0353950661423	0.0339189848707
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__	0.0413124396857	0.0691542742451	0.0420756486402	0.0496590027361	0.0744314266023	0.0294668238231	0.0325019995637	0.0548804390435	0.0556514376893	0.0686051660517	0.027385829161	0.0626115902557	0.0367046485832	0.0490096125837	0.0409605465872	0.0234562951083	0.0599150368708	0.0800505050505	0.0777066356228	0.0297173581341	0.0866525423729	0.047735442128	0.0614727153189	0.0693600286021	0.0688140556369
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Cupriavidus	0.000505491475576	0.000364930207098	0.000562675836199	0.00114346387879	0.0	0.000554669624905	0.0003635570421	0.0016333464001	0.000390764922335	0.00050184501845	0.000379305113033	0.000393402935391	0.000504184733286	0.000436935624818	0.000535869783643	0.00160384923817	0.000320615581917	0.000505050505051	0.00058207217695	0.00152583012425	0.00127118644068	0.000359453630482	0.000657462195924	0.00107257776189	0.000488042947779
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Janthinobacterium	0.00519277606728	0.00583888331357	0.00443888715224	0.0254829092988	0.0113714679531	0.00506136032726	0.00261761070312	0.00718672416046	0.011592692696	0.00442804428044	0.039144287665	0.00783779694356	0.00514268427952	0.00713661520536	0.00589456762007	0.00360866078589	0.00917762103238	0.0121212121212	0.0148428405122	0.00813776066265	0.0154661016949	0.00560747663551	0.0108481262327	0.00750804433321	0.0112249877989
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__MND1;f__;g__	0.00427370065714	0.000912325517745	0.00400125039075	0.00371625760608	0.00206753962784	0.0031893503432	0.00261761070312	0.00359336208023	0.00345175681396	0.000885608856089	0.00204824761038	0.00332879406869	0.00363013007966	0.00167491989514	0.00348315359368	0.00340817963111	0.00248477075986	0.00151515151515	0.00291036088475	0.00319697740318	0.00296610169492	0.00222861250899	0.00262984878369	0.00143010368252	0.00219619326501
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Methylophilales;f__Methylophilaceae;g__	0.00119479803318	0.00145972082839	0.000562675836199	0.00110262588312	0.00103376981392	0.000485335921792	0.0010906711263	0.00104534169607	0.000814093588199	0.000619926199262	0.00128963738431	0.00114994704191	0.000605021679944	0.000509758228954	0.000937772121375	0.000735097567495	0.000881692850273	0.000505050505051	0.000291036088475	0.00101722008283	0.0010593220339	0.000503235082674	0.000328731097962	0.000357525920629	0.000732064421669
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;g__Uliginosibacterium	0.000183815082027	0.000547395310647	0.000187558612066	0.000285865969698	0.000344589937974	0.0	0.0	0.000326669280021	6.51274870559e-05	0.000177121771218	0.000606888180853	0.000484188228174	0.000403347786629	0.000582580833091	0.000100475584433	6.68270515905e-05	0.000280538634178	0.0	0.00058207217695	0.00014531715469	0.0	0.000718907260963	0.0	0.0	0.000732064421669
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__SC-I-84;f__;g__	0.000183815082027	0.0	0.000312597686777	4.08379956712e-05	0.000344589937974	6.93337031131e-05	0.0	0.000196001568013	0.00016281871764	8.85608856089e-05	0.00022758306782	0.000211832349826	0.000201673893315	0.000218467812409	0.000100475584433	0.000400962309543	4.00769477397e-05	0.000505050505051	0.000291036088475	0.000363292886725	0.000423728813559	0.0	0.0	0.000715051841258	0.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Bdellovibrionales;f__Bacteriovoracaceae;g__	0.000367630164055	0.00301067420856	0.000187558612066	0.000980111896108	0.00103376981392	0.000693337031131	0.0003635570421	0.000914673984059	0.00107460353642	0.000354243542435	0.00121377636171	0.000817067635043	0.00100836946657	0.000291290416545	0.000870788398419	0.000668270515905	0.000841615902533	0.000505050505051	0.00058207217695	0.00130785439221	0.0	0.00079079798706	0.0	0.00107257776189	0.000488042947779
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Bdellovibrionales;f__Bdellovibrionaceae;g__Bdellovibrio	9.19075410137e-05	0.000729860414196	0.000187558612066	0.000653407930739	0.0	0.000346668515565	0.00029084563368	0.000326669280021	0.000781529844671	8.85608856089e-05	0.000531027158246	0.000665758813739	0.000403347786629	0.000582580833091	0.000200951168866	0.000267308206362	0.000400769477397	0.0	0.00058207217695	7.26585773451e-05	0.0	0.000431344356578	0.0	0.000357525920629	0.00024402147389
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__MIZ46;f__;g__	0.000275722623041	9.12325517745e-05	0.000250078149422	0.000367541961041	0.000689179875948	0.000208001109339	0.0003635570421	0.000718672416046	0.000130254974112	0.000324723247232	0.0	0.000151308821304	0.000403347786629	0.000145645208273	0.000267934891821	0.000133654103181	0.000320615581917	0.0	0.00058207217695	0.000508610041415	0.0	7.18907260963e-05	0.000328731097962	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__;g__	0.0273884472221	0.0160569291123	0.0181931853704	0.0202148078572	0.0141281874569	0.0169867572627	0.0298843888606	0.0181628119692	0.0461428245791	0.0107453874539	0.0286754665453	0.0211227114541	0.0218816174246	0.0165307311389	0.0217027262375	0.0202485966319	0.0220823982046	0.015404040404	0.0168800931315	0.0197631330379	0.0135593220339	0.0146657081237	0.0203813280736	0.0110833035395	0.0161054172767
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__0319-6G20;g__	0.000275722623041	0.000182465103549	0.000375117224133	0.000163351982685	0.0	0.000138667406226	0.0	6.53338560042e-05	0.000293073691752	0.0	0.00022758306782	0.000211832349826	0.000100836946657	7.28226041363e-05	0.000100475584433	0.000200481154771	4.00769477397e-05	0.0	0.0	0.00029063430938	0.0	0.000287562904385	0.0	0.0	0.00024402147389
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Haliangiaceae;g__	0.00795000229769	0.00693367393486	0.00931541106596	0.00518642545024	0.00206753962784	0.00776537474867	0.00494437577256	0.00476937148831	0.00595916506562	0.00407380073801	0.00546199362767	0.00357088818278	0.00715942321267	0.00466064666472	0.0050907629446	0.00608126169473	0.00492946457198	0.00580808080808	0.00407450523865	0.00544939330088	0.00317796610169	0.00733285406183	0.00230111768573	0.00321773328566	0.00536847242557
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Myxococcaceae;g__Corallococcus	0.000551445246082	0.000547395310647	0.000437636761488	0.000857597909095	0.0013783597519	0.000346668515565	0.00094524830946	0.000588004704038	0.00130254974112	0.000324723247232	0.000303444090426	0.000726282342261	0.000705858626601	0.000291290416545	0.000468886060687	0.000534616412724	0.000681308111574	0.000757575757576	0.000873108265425	0.00305166024849	0.000847457627119	0.00129403306973	0.000657462195924	0.0	0.00024402147389
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Nannocystaceae;g__Nannocystis	0.000183815082027	0.000273697655323	0.000375117224133	0.000367541961041	0.000344589937974	0.000138667406226	0.00050897985894	0.000326669280021	0.00016281871764	0.000324723247232	0.000531027158246	0.000393402935391	0.000403347786629	0.000509758228954	0.000133967445911	0.000801924619086	0.000440846425136	0.0	0.0	0.0	0.00021186440678	0.000287562904385	0.0	0.00107257776189	0.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Nannocystaceae;g__Plesiocystis	0.000505491475576	0.000547395310647	0.000437636761488	0.000490055948054	0.0	0.000693337031131	0.00058169126736	0.000718672416046	0.000423328665863	0.000413284132841	0.000834471248672	0.000696020578	0.000504184733286	0.000509758228954	0.000736820952509	0.000668270515905	0.000440846425136	0.0	0.000291036088475	0.000363292886725	0.000423728813559	0.000575125808771	0.000328731097962	0.00107257776189	0.00024402147389
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Polyangiaceae;Other	0.00179219704977	0.00118602317307	0.00131291028446	0.00163351982685	0.0013783597519	0.00270401442141	0.0025448992947	0.00202534953613	0.00459148783744	0.000974169741697	0.0057654377181	0.0022393705553	0.00100836946657	0.00167491989514	0.00231093844196	0.00187115744453	0.00148284706637	0.00126262626263	0.0011641443539	0.00116253723752	0.00127118644068	0.00165348670022	0.000328731097962	0.00178762960315	0.000976085895559
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__NB1-j;f__;g__	0.00119479803318	0.000729860414196	0.00193810565802	0.00159268183118	0.00172294968987	0.00187200998405	0.0010906711263	0.00209068339213	0.00214920707285	0.0010332103321	0.00106205431649	0.0029353911333	0.00151255419986	0.000509758228954	0.00137316632058	0.00113605987704	0.00104200064123	0.00126262626263	0.0011641443539	0.00152583012425	0.00233050847458	0.000934579439252	0.00131492439185	0.00143010368252	0.000976085895559
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__NB1-j;f__MND4;g__	0.000275722623041	0.000273697655323	0.000125039074711	0.000204189978356	0.0	0.000138667406226	0.0003635570421	0.000130667712008	9.76912305839e-05	0.00109225092251	7.58610226066e-05	0.000332879406869	0.000100836946657	0.000218467812409	0.000133967445911	0.0	0.0	0.0	0.000291036088475	0.00029063430938	0.00021186440678	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__NB1-j;f__NB1-i;g__	0.0013326593447	0.000456162758872	0.000625195373554	0.000612569935068	0.0	0.000416002218678	0.0007271140842	0.000457336992029	0.000586147383503	0.000472324723247	7.58610226066e-05	0.000847329399304	0.00121004335989	0.000291290416545	0.000736820952509	0.000668270515905	0.000521000320616	0.000757575757576	0.0	0.000363292886725	0.000423728813559	0.000287562904385	0.000657462195924	0.000357525920629	0.00024402147389
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__	0.000965029180644	0.000273697655323	0.000937793060331	0.00134765385715	0.000344589937974	0.000693337031131	0.0003635570421	0.000849340128054	0.000683838614087	0.000442804428044	0.00022758306782	0.000544711756695	0.000504184733286	0.000509758228954	0.000770312813986	0.000735097567495	0.000440846425136	0.000757575757576	0.000291036088475	0.00138051296956	0.0	0.000503235082674	0.000657462195924	0.000357525920629	0.000976085895559
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;Other;Other;Other	0.000275722623041	9.12325517745e-05	0.000125039074711	4.08379956712e-05	0.0	0.000138667406226	0.00014542281684	6.53338560042e-05	0.000293073691752	0.000206642066421	7.58610226066e-05	0.000181570585565	0.000403347786629	0.000145645208273	0.000234443030344	6.68270515905e-05	8.01538954793e-05	0.0	0.0	0.000508610041415	0.0	7.18907260963e-05	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__34P16;f__;g__	0.000597399016589	9.12325517745e-05	0.000250078149422	0.000245027974027	0.000689179875948	0.000208001109339	0.00029084563368	0.0	0.000521019896447	0.00029520295203	7.58610226066e-05	6.05235285217e-05	0.000100836946657	0.000364113020682	0.000334918614777	0.000133654103181	0.000160307790959	0.000252525252525	0.00058207217695	0.00014531715469	0.0	7.18907260963e-05	0.0	0.0	0.00024402147389
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__211ds20;g__	0.000183815082027	0.000182465103549	0.000562675836199	0.000245027974027	0.000344589937974	0.000208001109339	0.00021813422526	0.000130667712008	0.000748966101143	2.9520295203e-05	0.000379305113033	0.000877591163565	0.000100836946657	0.000364113020682	0.000133967445911	0.000133654103181	0.000200384738698	0.000252525252525	0.0	0.000217975732035	0.00021186440678	0.000359453630482	0.0	0.0	0.00024402147389
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Alteromonadaceae;g__Cellvibrio	0.000137861311521	0.000638627862421	0.0	0.000775921917752	0.0	6.93337031131e-05	0.00014542281684	0.000849340128054	0.000455892409391	0.000472324723247	0.0023516917008	0.000574973520956	0.000302510839972	0.000145645208273	0.000468886060687	0.000133654103181	0.000120230843219	0.00126262626263	0.000291036088475	0.00043595146407	0.000423728813559	0.000647016534867	0.000657462195924	0.000357525920629	0.00024402147389
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Pantoea	0.000183815082027	0.000273697655323	0.000187558612066	0.000122513987014	0.0	0.000277334812452	0.00021813422526	0.000522670848033	6.51274870559e-05	2.9520295203e-05	0.00022758306782	3.02617642609e-05	0.000201673893315	0.000364113020682	0.000100475584433	0.000133654103181	0.0	0.000252525252525	0.000291036088475	0.00014531715469	0.0	0.0	0.000657462195924	0.000715051841258	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__;g__	9.19075410137e-05	0.000182465103549	0.0	4.08379956712e-05	0.000689179875948	0.0	7.271140842e-05	0.000130667712008	6.51274870559e-05	0.000147601476015	7.58610226066e-05	0.000151308821304	0.000302510839972	0.000218467812409	0.000100475584433	0.000133654103181	4.00769477397e-05	0.0	0.0	0.000363292886725	0.0	0.000143781452193	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas	0.00464133082119	0.000912325517745	0.00793998124414	0.0129456446278	0.0013783597519	0.00526936143659	0.00588962408202	0.00823206585653	0.0022143345599	0.00315867158672	0.0542406311637	0.00360114994704	0.00665523847938	0.00436935624818	0.00529171411347	0.00407645014702	0.00148284706637	0.00353535353535	0.00291036088475	0.0066119305384	0.00338983050847	0.00136592379583	0.00262984878369	0.00321773328566	0.00292825768668
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Sinobacteraceae;g__	0.0381416295207	0.0152358361463	0.027258518287	0.0252378813248	0.026533425224	0.0212854468557	0.0247218788628	0.0203841630733	0.0305122276857	0.0111586715867	0.021013503262	0.0283552731124	0.0351920943834	0.0246140401981	0.0258222251993	0.0278668805132	0.0226835524206	0.0229797979798	0.0241559953434	0.0292814066701	0.0239406779661	0.020129403307	0.0253122945431	0.031819806936	0.0231820400195
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Sinobacteraceae;g__Steroidobacter	0.0530766049354	0.0172429522854	0.0384495154736	0.0380610119655	0.038938662991	0.0332108437912	0.0355558787174	0.0386776427545	0.0371877951089	0.0206642066421	0.0310271582461	0.0381600847329	0.0419481698094	0.0401252548791	0.0370419987943	0.0401630580059	0.0330634818852	0.0318181818182	0.0381257275902	0.0465014895008	0.0313559322034	0.0342199856219	0.0391190006575	0.0325348587773	0.0370912640312
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Dokdonella	9.19075410137e-05	0.000273697655323	0.000250078149422	0.000367541961041	0.000344589937974	0.0	0.00021813422526	0.000261335424017	0.00032563743528	0.000147601476015	0.0011379153391	0.000665758813739	0.000201673893315	0.000655403437227	0.000267934891821	0.000868751670676	0.000240461686438	0.000252525252525	0.00058207217695	0.000653927196106	0.000423728813559	0.000287562904385	0.0	0.000357525920629	0.000488042947779
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Lysobacter	0.0119479803318	0.00711613903841	0.0177555486089	0.0171519581819	0.00930392832529	0.0108853913888	0.00959790591144	0.0196001568013	0.0110065453124	0.0146420664207	0.00948262782582	0.0225147526101	0.0110920641323	0.0109233906204	0.0128943666689	0.0109596364608	0.0115020840013	0.0111111111111	0.00902211874272	0.0165661556347	0.0131355932203	0.0102084831057	0.00986193293886	0.0121558813014	0.00976085895559
k__Bacteria;p__Proteobacteria;c__TA18;o__CV90;f__;g__	0.000459537705069	0.000547395310647	0.000375117224133	0.000204189978356	0.0	0.000277334812452	0.00014542281684	0.000196001568013	9.76912305839e-05	5.90405904059e-05	7.58610226066e-05	0.000151308821304	0.000403347786629	0.000145645208273	0.000234443030344	0.000200481154771	0.000160307790959	0.0	0.0	7.26585773451e-05	0.0	7.18907260963e-05	0.0	0.0	0.0
k__Bacteria;p__SBR1093;c__;o__;f__;g__	0.000275722623041	9.12325517745e-05	0.000875273522976	0.000285865969698	0.000344589937974	0.000138667406226	0.00029084563368	0.00078400627205	0.00016281871764	5.90405904059e-05	0.0	0.000181570585565	0.000403347786629	0.000291290416545	0.000301426753299	0.000133654103181	0.000200384738698	0.000505050505051	0.00058207217695	0.00043595146407	0.00021186440678	0.000359453630482	0.000328731097962	0.0	0.000732064421669
